churn,age,gender,marital_status,education_level,dependent_count,occupation_type,annual_income,income_band,income_category,city_tier,region,customer_segment,tenure_months,onboarding_channel,relationship_type,number_of_products,primary_account_type,card_category,customer_lifetime_value,loyalty_program_member,referral_count,last_contacted_days,relationship_manager_assigned,avg_monthly_balance,current_balance,balance_decline_percentage,monthly_transaction_count,monthly_transaction_value,cash_withdrawal_count,upi_transaction_count,debit_card_transaction_count,net_banking_transaction_count,account_inactive_days,total_trans_amt,total_trans_count,total_amt_chng_q4_q1,total_ct_chng_q4_q1,avg_open_to_buy,total_revolving_bal,savings_account_flag,current_account_flag,credit_card_flag,personal_loan_flag,home_loan_flag,auto_loan_flag,fixed_deposit_flag,investment_product_flag,insurance_product_flag,demat_account_flag,credit_card_limit,credit_card_spend,credit_utilization_ratio,minimum_due_paid_flag,late_credit_card_payment_count,loan_outstanding_amount,emi_amount,emi_payment_delay_count,loan_default_risk_score,prepayment_flag,mobile_app_login_count,website_login_count,digital_transaction_ratio,last_login_days,failed_login_count,app_rating_given,paperless_statement_enabled,digital_service_usage_score,mobile_banking_active_flag,email_open_rate,total_complaints,complaint_resolution_time,unresolved_complaint_count,branch_visit_count,call_center_interaction_count,relationship_manager_interaction_count,service_request_count,escalation_count,satisfaction_score,nps_score,campaign_received_count,campaign_response_count,cross_sell_offer_count,upsell_offer_count,retention_offer_received,retention_offer_accepted,last_campaign_response_days,discount_or_fee_waiver_received,competitor_bank_offer_awareness,customer_feedback_sentiment,monthly_income_estimate,credit_utilization_3m_avg,credit_utilization_6m_avg,avg_quarterly_balance,total_digital_logins,debt_to_income_ratio,digital_engagement_index
0,42,1,1,2,3,3,43878,2,1,1,0,2,37,3,2,2,1,0,10946.22,1,3,26,0,8541.0,9244.0,-4.74,9,1141.0,7,24,8,3,75,13692,117,0.865,0.828,1373.0,1788,1,1,1,0,0,0,0,0,0,0,3161,3319.0,0.566,0,0,0.0,0.0,0,1.2,0,30,13,0.833,29,1,,1,66.5,1,0.47,1,2,0,2,3,0,0,0,3.3,92,5,1,2,2,1,1,14,0,0,1,3012,0.593,0.539,24051.0,43,0.0,59.7
0,60,1,2,5,0,4,127430,0,3,1,2,1,36,0,4,6,0,0,33812.86,1,4,22,0,22025.0,27505.0,2.71,5,339.17,3,10,15,4,111,4070,67,0.81,0.718,22132.0,2396,1,1,1,1,0,1,1,1,1,1,24528,2874.0,0.098,1,3,54820.0,2337.0,1,24.6,1,22,11,0.906,26,0,,0,54.1,1,0.098,1,1,0,3,2,0,1,0,1.0,18,3,0,2,0,1,0,83,0,3,2,15578,0.092,0.008,67447.0,33,0.2201,48.8
1,47,0,2,0,4,4,38272,2,4,1,4,0,36,0,2,2,0,0,2781.78,0,0,39,1,3705.0,4172.0,22.31,2,198.75,1,12,3,4,86,2385,33,0.752,0.375,2263.0,0,1,1,1,1,0,0,1,0,0,0,2263,1357.0,0.0,0,2,42942.0,1175.0,2,57.8,0,17,7,0.95,33,0,5.0,0,55.4,1,0.037,3,13,0,1,3,0,5,0,2.1,2,4,0,0,2,1,0,365,0,3,1,3779,0.056,0.035,11615.0,24,0.3684,48.0
0,52,0,1,6,2,3,18000,1,4,2,4,2,36,4,1,6,3,0,6197.96,1,2,15,0,31152.0,22514.0,-4.93,7,440.25,10,14,8,9,116,5283,90,0.724,0.698,718.0,1733,1,0,1,1,0,0,0,0,0,0,2451,2574.0,0.707,0,1,64394.0,2725.0,0,56.3,0,15,8,0.756,8,1,,1,55.0,1,0.487,3,1,0,3,1,0,1,0,1.8,62,7,0,2,1,0,0,4,0,3,2,1000,0.652,0.643,90644.0,23,1.8167,51.1
0,56,1,2,2,2,1,52723,3,1,1,4,0,51,0,2,1,3,0,15325.16,1,0,56,0,41292.0,56822.0,-0.31,7,425.83,4,15,11,5,105,5110,86,0.793,0.593,743.0,723,1,1,1,0,0,0,0,0,1,1,1466,1539.0,0.493,1,1,0.0,0.0,0,18.1,0,26,6,0.886,5,0,3.9,1,67.5,1,0.326,3,5,0,1,1,0,2,0,2.4,74,4,1,2,1,0,0,58,0,3,2,4738,0.426,0.494,124537.0,32,0.0,58.9
1,58,0,1,3,4,3,18000,1,5,0,3,2,48,2,1,1,3,0,2479.99,0,0,135,1,7166.0,8808.0,7.89,3,175.58,3,8,11,6,127,2107,39,0.493,0.393,3593.0,1803,1,0,1,1,0,1,0,1,1,0,5396,1044.0,0.334,1,3,15588.0,701.0,2,52.5,1,13,5,0.893,14,1,,0,51.0,1,0.09,1,4,0,0,3,0,2,0,3.8,1,7,0,4,2,0,0,57,0,1,0,1000,0.353,0.366,20974.0,18,0.4673,39.5
0,39,1,2,3,3,0,70255,3,2,1,3,0,32,3,2,3,3,0,18552.83,1,1,27,1,18997.0,15621.0,-1.45,5,291.0,11,8,9,6,67,3492,66,0.743,0.692,19332.0,2386,1,0,1,1,1,0,0,0,1,1,21718,2456.0,0.11,1,0,66371.0,1569.0,0,66.8,0,21,9,0.676,5,1,,1,56.0,1,0.327,0,0,0,4,2,7,0,0,4.2,65,4,0,2,2,0,0,43,0,1,2,5898,0.072,0.147,58380.0,30,0.268,57.6
0,37,1,0,3,2,4,141305,0,0,2,4,1,24,0,2,4,3,0,20581.25,1,2,1,0,14729.0,15573.0,13.3,5,194.75,7,14,10,7,63,2337,61,0.627,0.564,1832.0,1665,1,0,1,0,0,0,0,1,1,0,3497,1646.0,0.476,0,1,0.0,0.0,0,45.5,0,32,6,0.816,2,1,4.2,1,69.8,1,0.459,2,5,0,2,2,0,1,0,4.0,100,4,0,3,0,0,0,6,0,1,2,11525,0.492,0.357,44376.0,38,0.0,66.6
0,55,0,1,3,2,3,53660,3,1,2,4,2,42,2,0,2,2,0,10160.25,1,0,34,0,5254.0,5744.0,12.92,6,380.75,9,26,7,3,76,4569,82,0.661,0.608,3424.0,2007,1,0,1,1,0,0,1,0,1,0,5431,2121.0,0.37,1,1,31950.0,974.0,2,20.0,0,20,12,0.8,15,1,,0,50.8,1,0.62,1,1,0,6,3,0,1,0,2.6,-25,4,0,3,0,0,0,57,0,2,2,4943,0.319,0.255,16222.0,32,0.2178,39.4
0,50,1,1,3,2,3,83799,4,3,0,3,0,36,0,2,6,0,0,27363.51,0,1,11,1,3765.0,4532.0,-5.07,6,373.08,3,14,17,6,83,4477,83,0.547,0.66,14387.0,2001,0,0,1,0,0,1,1,1,0,0,16388,2778.0,0.122,0,1,100850.0,4516.0,0,59.6,1,11,10,0.925,14,0,4.6,1,57.3,1,0.445,2,1,0,3,1,6,3,0,4.8,-23,5,0,3,1,0,0,81,0,1,2,5857,0.133,0.128,11460.0,21,0.6467,49.9
0,52,0,1,6,1,4,51815,3,1,1,3,0,39,2,1,3,1,0,16691.15,0,2,84,1,9275.0,12566.0,-3.08,6,384.75,5,14,14,7,84,4617,79,0.744,0.927,803.3,635,1,1,1,1,0,0,0,0,1,1,1438,1510.0,0.441,1,1,31124.0,1269.0,2,52.2,1,18,11,0.875,19,2,,1,63.8,1,0.784,4,1,0,5,1,8,2,0,5.0,22,4,0,2,3,0,0,61,0,1,1,4544,0.408,0.429,28551.0,29,0.2939,56.3
0,34,0,2,0,2,4,24018,1,4,0,2,2,20,2,2,5,3,0,2796.97,1,4,97,1,14036.0,18175.0,-4.21,5,348.08,5,14,8,11,72,4177,68,0.704,0.659,1212.0,1503,1,0,1,0,0,0,0,1,0,1,2715,2226.0,0.554,1,1,0.0,0.0,0,44.6,0,20,12,0.868,14,1,,1,65.3,1,0.368,0,0,0,2,3,5,2,0,4.1,43,8,1,2,1,0,0,122,1,2,2,1858,0.525,0.579,41143.0,32,0.0,57.8
0,48,0,2,6,2,4,28824,1,4,1,0,0,37,2,2,3,0,0,9464.26,0,3,100,0,7508.0,7358.0,4.03,9,1240.08,3,18,5,5,94,14881,109,0.795,0.703,1598.0,1996,1,1,1,1,0,0,0,1,0,0,3594,3774.0,0.555,0,0,109878.0,4688.0,0,24.7,0,24,10,0.903,31,0,,0,58.3,1,0.746,3,1,0,4,2,0,3,0,3.3,39,8,1,3,1,0,0,73,0,3,2,2438,0.515,0.446,22325.0,34,1.9517,52.9
1,46,0,1,0,3,3,29527,1,4,2,2,0,36,0,1,2,3,0,1923.25,1,0,105,0,5679.0,5321.0,6.64,3,173.08,8,18,5,3,117,2077,44,0.537,0.419,1804.0,0,1,1,1,1,0,1,0,0,0,1,1804,1302.0,0.0,1,1,131515.0,2883.0,0,23.8,0,11,8,0.765,13,1,4.2,0,41.2,1,0.682,3,5,1,5,4,0,5,0,3.4,11,4,0,1,2,1,0,44,0,0,1,2528,0.01,0.11,16831.0,19,1.1717,34.4
0,46,1,0,3,3,3,125186,0,0,2,0,2,37,4,1,5,0,0,40545.6,1,3,32,0,21663.0,17030.0,-5.86,6,373.92,6,18,10,8,95,4487,73,0.531,0.431,6457.0,0,1,0,1,0,0,0,1,0,1,0,6457,3544.0,0.0,1,1,0.0,0.0,0,65.1,0,22,7,0.857,20,1,2.4,1,65.1,1,0.809,5,1,0,3,4,0,1,0,3.7,87,5,1,0,3,0,0,176,0,3,0,9242,0.0,0.099,65131.0,29,0.0,60.6
0,52,0,2,2,3,0,19659,1,4,2,1,1,34,0,2,3,3,3,4008.11,0,2,55,1,15835.0,14860.0,-6.86,6,296.92,9,19,4,11,69,3563,73,0.742,0.553,11734.0,1375,1,1,1,0,0,0,0,1,0,0,13109,2301.0,0.105,1,4,0.0,0.0,0,64.3,0,20,7,0.791,7,2,5.0,1,61.0,1,0.481,4,3,0,4,2,4,3,0,3.4,-1,6,1,0,2,1,0,33,0,1,2,1392,0.151,0.179,46812.0,27,0.0,56.7
0,64,0,0,3,1,2,41179,2,5,2,2,2,36,0,0,3,3,0,6216.02,1,3,1,0,9907.0,12821.0,-6.05,5,347.33,10,13,5,7,97,4168,64,0.827,0.6,16854.0,1184,1,1,1,0,0,0,0,0,1,1,18038,3072.0,0.066,1,1,0.0,0.0,0,30.8,0,17,4,0.714,12,0,5.0,1,53.0,1,0.22,3,6,0,1,1,0,1,0,3.8,59,3,0,0,1,0,0,11,0,1,2,2967,0.083,0.164,28942.0,21,0.0,53.9
0,58,1,2,3,1,3,65394,3,1,2,4,0,46,2,4,4,3,0,21470.12,0,2,51,0,12934.0,17658.0,-2.16,2,85.42,7,21,8,5,47,1025,35,0.481,0.667,5579.0,0,1,0,1,1,1,0,1,0,0,0,5579,578.0,0.0,0,1,42859.0,1943.0,0,1.0,1,24,4,0.829,7,1,,0,56.4,1,0.645,1,5,0,1,0,0,1,0,4.6,21,6,1,1,0,0,0,111,0,1,2,7866,0.0,0.036,38632.0,28,0.3565,48.2
1,61,0,2,3,0,3,18000,1,4,0,4,2,36,3,2,4,3,0,2720.89,0,0,41,0,5205.0,6558.0,24.88,3,190.42,3,10,9,6,117,2285,46,0.457,0.643,1760.0,0,1,0,1,0,0,0,0,0,1,0,1760,1218.0,0.0,1,1,0.0,0.0,0,32.3,0,10,6,0.893,11,2,3.6,0,47.9,1,0.051,3,22,0,2,4,0,2,0,4.0,22,2,0,1,0,0,0,9,1,2,0,1189,0.0,0.109,16230.0,16,0.0,36.3
0,39,1,2,5,2,3,68122,3,2,0,4,2,29,2,1,2,2,0,9991.0,0,0,50,0,9029.0,6475.0,-14.17,8,630.83,14,17,10,6,74,7570,98,0.646,0.633,22444.0,958,1,0,1,0,1,1,1,0,0,0,23402,4874.0,0.041,1,1,31925.0,839.0,0,14.1,1,25,11,0.702,7,1,4.3,1,58.7,1,0.717,0,0,0,4,3,0,3,0,5.0,-2,1,0,3,0,0,0,8,0,1,1,5370,0.0,0.067,26196.0,36,0.1478,56.5
0,50,1,2,1,0,1,90476,4,3,2,1,0,38,3,2,5,3,0,33930.23,0,0,7,0,8733.0,8919.0,-1.2,2,128.83,7,14,9,11,81,1546,35,0.622,1.059,1579.0,1881,1,0,1,1,1,1,0,0,1,0,3460,629.0,0.544,0,0,205898.0,8683.0,1,20.0,0,23,13,0.829,5,0,,0,55.2,1,0.389,1,3,0,1,2,0,2,0,3.8,28,1,0,2,1,0,0,83,0,2,2,7049,0.515,0.36,26429.0,36,1.1516,50.0
0,49,1,2,3,3,3,164435,0,0,0,3,1,42,1,4,5,3,0,43367.14,0,0,19,1,9294.0,7469.0,-10.66,5,340.33,10,20,12,5,114,4084,66,0.947,0.571,10808.0,1822,0,1,1,0,1,0,0,1,1,0,12630,2575.0,0.144,0,0,39537.0,1016.0,0,70.7,0,27,6,0.787,11,2,,0,56.2,1,0.28,3,9,0,1,2,5,2,0,3.9,83,1,0,0,1,0,0,21,0,0,2,15237,0.175,0.187,28426.0,33,0.0741,43.4
1,38,1,0,3,2,0,69737,3,2,1,0,1,25,3,1,1,3,3,3203.2,0,0,6,1,3115.0,2923.0,19.57,4,732.33,3,13,8,7,71,8788,58,0.848,0.933,25973.0,821,1,1,1,0,0,0,0,1,1,0,26794,6977.0,0.031,0,1,0.0,0.0,0,18.9,0,10,8,0.903,34,1,2.6,1,61.4,1,0.4,1,11,0,2,3,0,1,0,4.4,90,7,0,5,1,1,0,212,0,1,1,5768,0.019,0.103,8932.0,18,0.0,53.7
0,57,1,1,5,0,3,55815,3,1,1,2,0,45,2,2,6,0,0,10533.47,1,0,7,1,11026.0,8896.0,4.21,2,102.67,6,14,12,6,81,1232,32,0.814,0.684,2601.0,0,1,0,1,1,0,0,1,0,0,0,2601,726.0,0.0,1,1,36305.0,1335.0,0,55.2,0,16,4,0.842,30,0,,1,58.5,1,0.531,2,1,0,3,2,3,2,0,4.5,35,1,0,3,1,0,0,32,1,3,2,5430,0.0,0.0,31902.0,20,0.287,55.1
0,34,1,1,2,5,3,71443,3,2,2,3,1,27,3,2,5,3,0,17739.89,1,0,30,1,23468.0,23326.0,8.6,2,154.17,5,13,8,11,60,1850,34,0.956,1.125,592.0,1909,1,1,1,0,1,0,0,0,1,0,2501,1470.0,0.763,1,1,33883.0,1521.0,0,28.1,0,16,8,0.865,4,2,,0,52.1,1,0.397,1,11,0,4,2,3,1,0,4.7,62,4,0,0,3,1,1,21,0,1,2,6201,0.738,0.593,73366.0,24,0.2555,38.2
0,46,1,3,3,2,3,31932,2,4,0,4,0,37,2,4,3,3,0,8834.56,0,2,2,0,42521.0,30094.0,-10.28,6,369.5,6,14,10,10,33,4434,81,0.757,0.62,5026.0,1092,1,1,1,0,0,0,0,1,1,0,6118,3172.0,0.178,1,4,0.0,0.0,0,40.3,0,18,14,0.85,16,1,,1,57.4,1,0.23,3,3,0,2,1,0,2,0,3.1,-21,3,0,0,0,0,0,13,1,3,2,2849,0.225,0.06,124472.0,32,0.0,54.9
1,42,0,2,4,2,4,48000,2,1,1,3,2,34,4,4,3,2,0,3076.81,0,0,48,0,9032.0,6852.0,7.51,3,172.0,4,10,6,2,98,2064,42,0.62,0.4,4855.0,812,1,1,1,0,0,0,0,0,0,0,5667,1114.0,0.143,0,4,0.0,0.0,0,43.8,0,16,9,0.818,29,2,,1,58.8,1,0.562,1,1,0,2,3,0,4,0,3.8,-50,4,0,2,1,1,0,77,0,2,0,3770,0.161,0.213,27030.0,25,0.0,52.1
0,55,1,2,2,1,0,101041,4,3,0,3,0,44,2,1,4,2,0,30958.79,0,2,38,1,5042.0,5989.0,4.8,6,359.75,6,12,13,5,119,4317,81,0.785,0.929,879.0,1784,1,0,1,0,0,0,1,1,0,0,2663,2796.0,0.67,0,2,0.0,0.0,0,18.8,0,22,13,0.833,7,1,,1,66.3,1,0.533,2,2,0,5,2,7,3,0,4.2,29,3,0,6,0,0,0,38,0,2,1,9153,0.623,0.613,14786.0,35,0.0,57.0
0,49,0,1,5,2,3,18049,1,4,0,4,2,37,0,4,6,3,0,2824.06,1,4,104,0,10692.0,12529.0,-7.64,2,104.83,5,5,5,8,97,1258,24,0.444,1.0,7264.0,2459,1,0,1,1,0,0,0,0,0,0,9723,822.0,0.253,1,0,80636.0,1725.0,1,30.1,1,23,13,0.783,31,1,3.5,1,61.1,1,0.572,1,22,0,3,3,0,2,0,1.7,3,5,0,2,2,0,0,4,0,3,2,1235,0.206,0.33,32748.0,36,1.1469,56.5
0,54,0,2,1,3,4,35776,2,4,1,2,2,36,2,2,4,0,0,11854.48,0,1,30,0,28789.0,39404.0,-9.84,6,376.25,5,14,7,9,82,4515,74,0.812,0.51,2035.0,743,1,1,1,1,0,0,0,0,1,0,2778,1867.0,0.267,0,1,62663.0,1528.0,0,38.9,0,21,19,0.857,11,1,,1,64.3,1,0.444,1,1,0,0,2,0,2,0,3.6,70,3,0,0,1,1,1,83,0,3,2,3399,0.31,0.276,86830.0,40,0.5125,62.0
0,48,0,3,3,3,2,18000,1,4,2,4,0,36,3,1,2,2,0,5659.73,1,1,1,1,9081.0,8663.0,-6.01,7,417.83,14,14,10,8,50,5014,84,0.885,0.909,1438.3,0,1,0,1,0,0,1,0,0,1,0,1438,1510.0,0.0,0,1,74908.0,3247.0,0,27.2,1,21,13,0.696,8,0,,0,47.6,1,0.614,1,5,0,4,1,4,3,0,5.0,17,3,0,2,1,0,0,4,0,2,1,1072,0.0,0.05,26440.0,34,2.1647,29.5
0,52,1,1,4,3,2,100211,4,3,0,2,0,43,2,2,5,3,0,29880.37,0,3,81,1,32896.0,40979.0,0.42,3,137.58,6,12,11,6,64,1651,43,0.611,0.344,4723.0,2126,1,0,1,0,0,0,1,1,1,1,6849,1261.0,0.31,0,1,0.0,0.0,0,71.9,0,18,10,0.829,5,1,,1,61.2,1,0.225,1,1,0,6,2,5,2,0,3.0,11,4,0,3,1,0,0,58,0,1,1,8978,0.207,0.247,95647.0,28,0.0,48.9
1,47,0,1,1,5,3,74069,3,5,0,4,2,42,0,4,3,3,0,11497.02,0,1,87,0,7670.0,7429.0,17.65,3,204.83,2,16,6,8,150,2458,44,0.752,0.467,2169.0,2176,1,0,1,0,1,0,0,0,1,1,4345,1416.0,0.501,0,1,34512.0,1547.0,5,32.0,1,13,13,0.938,44,2,2.8,1,58.4,1,0.282,2,26,1,2,3,0,1,0,1.8,-71,2,0,5,0,0,0,169,1,2,0,6798,0.494,0.547,22175.0,26,0.2506,57.1
0,50,0,2,6,1,3,18000,1,4,1,3,1,46,2,4,4,0,0,6876.09,1,0,32,1,16409.0,13845.0,13.86,2,111.42,7,19,4,4,68,1337,29,1.485,1.071,846.0,1235,1,0,1,0,0,0,0,1,0,0,2081,575.0,0.593,1,2,0.0,0.0,0,32.7,0,21,13,0.794,24,0,3.6,1,60.9,1,0.794,1,5,0,2,3,10,1,0,4.1,55,2,0,1,2,0,0,120,0,1,2,1052,0.553,0.598,47959.0,34,0.0,56.6
0,54,0,2,6,2,3,38020,2,4,0,4,2,47,1,2,3,3,0,11883.1,0,1,3,0,9001.0,9979.0,1.88,4,283.83,7,22,7,9,77,3406,57,0.656,1.478,791.0,1550,0,1,1,0,0,0,0,0,1,0,2341,2458.0,0.662,1,1,0.0,0.0,0,32.2,0,24,12,0.844,24,0,,1,67.1,1,0.408,2,9,0,2,3,0,2,0,4.6,59,6,1,2,3,0,0,5,1,1,0,3740,0.647,0.577,26452.0,36,0.0,61.6
0,40,0,2,0,3,2,23683,1,4,2,4,2,22,3,3,4,0,0,2276.09,1,3,37,0,17350.0,13119.0,-10.98,6,350.75,8,16,7,8,85,4209,72,0.729,0.756,855.0,2517,1,0,1,0,0,0,1,0,1,1,3372,2015.0,0.746,1,2,0.0,0.0,0,7.2,0,20,13,0.795,10,1,4.6,1,59.4,1,0.477,1,18,0,5,4,0,3,0,3.7,23,3,0,2,1,0,0,19,0,3,2,1820,0.683,0.686,52419.0,33,0.0,56.4
0,57,1,2,2,3,4,157051,0,0,1,1,1,49,2,4,5,3,0,47728.87,0,2,12,0,10649.0,12414.0,7.59,7,332.5,8,13,8,2,106,3990,88,0.797,0.76,30542.0,2134,1,0,1,0,1,0,1,0,1,1,32676,2025.0,0.065,1,1,42288.0,1307.0,0,30.2,1,21,10,0.742,8,1,,1,58.6,1,0.388,1,3,0,1,3,0,3,0,3.5,50,4,0,2,1,0,0,42,0,2,2,13996,0.111,0.124,33007.0,31,0.0999,52.7
1,56,1,2,5,1,3,76476,3,2,1,1,0,36,1,2,6,3,0,10012.53,0,0,5,0,1468.0,1366.0,30.0,6,635.42,5,10,4,0,133,7625,78,0.832,0.95,12938.0,2281,1,0,1,0,0,0,0,0,0,0,15219,4697.0,0.15,0,3,0.0,0.0,0,36.6,0,8,2,0.737,29,1,3.4,0,36.1,1,0.558,0,0,0,1,3,0,4,0,2.6,1,3,0,4,1,1,0,11,0,0,1,7562,0.143,0.219,4524.0,10,0.0,37.7
0,41,0,1,0,3,3,18000,1,4,1,3,2,31,2,0,2,3,0,5265.11,1,1,82,0,16282.0,17172.0,-14.85,7,661.0,5,20,9,7,64,7932,87,0.775,0.642,2112.0,1974,1,1,1,1,1,0,0,1,0,1,4086,4290.0,0.483,1,1,24513.0,555.0,0,36.7,1,18,12,0.878,14,0,,0,50.3,1,0.433,1,1,0,1,2,0,1,0,1.7,53,5,1,3,1,0,0,46,0,1,1,1108,0.393,0.473,50961.0,30,0.37,43.2
0,31,1,0,2,0,4,97589,4,3,2,0,1,19,3,4,1,3,3,10193.08,1,1,5,1,4700.0,3464.0,3.13,8,1247.42,5,12,13,6,98,14969,96,0.757,0.811,32532.0,1984,0,0,1,1,0,0,1,1,1,0,34516,11923.0,0.057,1,0,21207.0,910.0,0,78.5,0,20,9,0.861,17,0,1.8,1,65.0,1,0.358,1,3,0,5,3,4,1,0,3.8,26,5,0,1,3,0,0,17,0,0,2,8436,0.055,0.081,13655.0,29,0.1119,54.2
1,44,0,1,5,3,1,38843,2,4,1,1,2,36,1,1,2,3,0,3431.74,0,0,5,0,3302.0,3313.0,13.01,2,159.42,3,13,8,4,98,1913,35,0.766,0.667,1158.0,2517,0,0,1,0,0,0,0,0,0,0,3675,1111.0,0.685,1,1,0.0,0.0,0,20.6,0,17,7,0.893,19,1,3.8,1,63.8,1,0.227,3,23,0,1,1,0,3,1,1.4,58,3,0,1,3,0,0,254,0,2,0,3869,0.635,0.67,10260.0,24,0.0,59.3
0,39,0,1,2,3,3,63429,3,5,1,2,1,28,3,1,3,0,0,7579.47,0,2,162,1,13017.0,10481.0,14.78,6,396.17,6,11,10,6,103,4754,78,0.89,0.857,8305.0,1066,1,0,1,0,1,0,1,1,0,1,9371,2820.0,0.114,1,2,128675.0,2582.0,0,13.0,0,21,10,0.818,19,1,5.0,1,60.6,1,0.226,4,1,0,2,3,3,0,0,3.9,63,1,0,3,2,0,0,11,0,3,2,5416,0.133,0.164,38456.0,31,0.4885,59.0
0,39,1,1,5,1,0,58076,3,1,2,0,2,29,2,0,4,3,0,7417.4,1,1,7,1,12564.0,16760.0,-6.3,4,256.5,6,19,11,8,67,3078,58,1.102,0.611,3056.0,1267,1,0,1,0,0,0,1,0,1,0,4323,2319.0,0.293,1,0,0.0,0.0,0,26.8,0,15,12,0.864,16,1,2.8,1,60.7,1,0.456,2,2,0,4,2,2,0,0,3.2,-7,1,0,3,2,0,0,1,0,3,2,5965,0.274,0.311,38692.0,27,0.0,58.4
0,38,1,3,5,1,3,202640,0,0,1,2,1,21,0,2,4,2,0,34673.63,0,1,4,1,18890.0,24394.0,-9.61,9,1210.08,4,14,9,7,84,14521,109,0.802,0.847,26257.0,1786,1,1,1,1,0,0,0,1,0,1,28043,7838.0,0.064,0,0,55587.0,1988.0,0,41.9,0,22,15,0.882,16,2,4.0,1,65.0,1,0.643,1,1,0,3,3,6,2,0,4.2,100,4,0,1,0,0,0,18,0,2,2,22493,0.113,0.0,57418.0,37,0.1177,59.5
1,41,0,2,6,2,0,56547,3,5,1,2,2,28,1,3,2,3,0,4006.24,0,1,238,0,2007.0,1813.0,6.78,1,66.92,3,8,11,2,49,803,15,0.988,0.875,1894.0,2517,0,1,1,0,0,1,0,0,1,0,4411,500.0,0.571,0,3,322128.0,6555.0,1,34.8,0,12,10,0.875,98,1,,1,56.4,1,0.256,2,15,0,2,3,0,2,0,2.8,13,3,0,4,0,0,0,365,1,1,0,4595,0.544,0.486,6238.0,22,1.3911,53.6
0,39,1,2,2,1,2,50105,3,1,1,3,0,33,0,2,6,2,0,10137.42,1,0,8,1,22358.0,24982.0,-6.85,6,367.67,2,15,8,5,52,4412,81,0.73,0.884,2255.0,0,1,0,1,0,0,0,1,0,0,0,2255,2368.0,0.0,1,1,0.0,0.0,0,44.5,0,19,7,0.933,4,3,,1,63.3,1,0.76,0,0,0,4,2,4,1,0,3.4,78,6,0,0,1,0,0,8,0,1,2,4188,0.0,0.089,64664.0,26,0.0,56.3
0,37,1,2,2,1,2,68201,3,2,1,2,2,27,0,4,4,3,0,16841.15,1,1,63,0,13851.0,12837.0,10.53,4,215.92,1,15,6,6,55,2591,57,0.718,0.541,1939.0,2349,0,0,1,0,0,1,0,1,0,0,4288,1574.0,0.548,0,2,38867.0,1333.0,0,28.3,0,16,10,0.964,11,2,3.6,1,67.2,1,0.313,2,15,0,3,3,0,3,0,5.0,-13,3,0,2,2,0,0,91,0,2,2,5389,0.47,0.469,40537.0,26,0.2345,60.9
0,30,0,1,5,2,3,22598,1,4,2,1,0,24,1,2,4,3,0,2887.33,1,2,22,1,55099.0,40252.0,12.16,3,154.92,3,23,12,8,88,1859,43,0.553,0.536,2063.0,0,1,0,1,0,0,0,1,0,0,0,2063,1284.0,0.0,1,1,0.0,0.0,0,25.6,0,15,9,0.935,31,0,3.6,0,51.6,1,0.715,1,8,0,6,1,5,1,0,4.9,25,1,0,2,1,0,0,168,0,3,0,1700,0.031,0.051,168353.0,24,0.0,41.3
0,62,0,2,6,0,5,30256,2,4,2,1,2,56,2,4,6,3,0,16307.75,0,1,8,0,8442.0,8182.0,7.46,5,336.75,9,17,7,10,100,4041,67,0.771,0.457,1054.0,1528,1,0,1,1,0,0,1,0,0,0,2582,2711.0,0.592,1,0,30537.0,695.0,2,44.4,1,21,17,0.791,16,0,2.3,1,59.1,1,0.167,1,5,0,3,3,0,1,0,4.4,64,5,1,1,1,1,1,13,0,2,2,2624,0.599,0.384,25963.0,38,0.2756,51.4
0,42,0,2,2,4,3,18000,1,4,0,3,2,33,2,0,4,1,0,3853.95,1,0,97,0,5798.0,5862.0,14.56,7,408.83,7,19,4,8,88,4906,94,0.667,0.679,947.0,1952,1,1,1,1,0,0,1,0,0,0,2899,2760.0,0.673,1,2,47010.0,1488.0,1,17.4,0,21,15,0.816,9,1,4.6,1,62.4,1,0.661,1,1,0,2,2,0,2,0,4.2,50,4,1,4,0,0,0,80,0,0,2,1217,0.623,0.732,16684.0,36,0.992,56.4
1,37,0,1,0,3,2,59690,3,5,2,2,1,24,0,2,4,3,0,6247.69,1,0,200,1,18712.0,25616.0,-2.98,3,171.25,6,9,6,4,81,2055,43,0.32,0.162,11239.0,0,1,0,1,1,0,1,0,1,1,1,11239,1275.0,0.0,0,1,49862.0,1026.0,3,51.4,0,10,3,0.76,25,1,,1,52.7,1,0.305,0,0,0,0,4,2,0,0,1.9,0,3,0,0,1,1,0,61,1,3,2,4963,0.045,0.078,56126.0,13,0.2063,45.2
0,53,0,2,2,2,3,18000,1,4,1,3,0,48,1,0,3,0,0,5031.39,1,2,14,1,13256.0,14167.0,6.88,4,334.33,8,12,8,5,64,4012,59,0.762,0.639,3685.0,0,1,0,1,0,0,0,0,0,0,0,3685,1751.0,0.0,1,2,0.0,0.0,0,41.8,0,15,18,0.758,11,1,,1,55.3,1,0.173,0,0,0,1,2,7,2,0,4.3,22,4,0,2,0,0,0,84,0,3,2,1115,0.053,0.094,39257.0,33,0.0,53.6
